shape_id,shape_pt_lon,shape_pt_lat,shape_pt_sequence,shape_dist_traveled
DB0088,-122.126939,37.500367,100161,
DB0088,-122.128252,37.49945,100162,
DB0088,-122.12854,37.499242,100163,
DB0088,-122.128672,37.499149,100164,
DB0088,-122.128895,37.498978,100165,
DB0088,-122.130144,37.497951,100166,
DB0088,-122.130608,37.497567,100167,
DB0088,-122.131057,37.497175,100168,
DB0088,-122.131378,37.496883,100169,
DB0088,-122.131475,37.496792,100170,
DB0088,-122.131797,37.496487,100171,
DB0088,-122.131863,37.496423,100172,
DB0088,-122.132241,37.496052,100173,
DB0088,-122.132795,37.495483,100174,
DB0088,-122.133631,37.49467,100175,
DB0088,-122.133837,37.494483,100176,
DB0088,-122.13428,37.494083,100177,
DB0088,-122.1355583,37.492922,100178,
DB0088,-122.135939,37.492585,100179,
DB0088,-122.136347,37.492214,100180,
DB0088,-122.136713,37.491882,100181,
DB0088,-122.137057,37.491574,100182,
DB0088,-122.137173,37.491467,100183,
DB0088,-122.1374454,37.491224,100184,
DB0088,-122.137702,37.490989,100185,
DB0088,-122.1380909,37.4906412,100186,
DB0088,-122.140052,37.488887,100187,
DB0088,-122.140729,37.48828,100188,
DB0088,-122.141777,37.487344,100189,
DB0088,-122.142205,37.486956,100190,
DB0088,-122.142396,37.486783,100191,
DB0088,-122.142704,37.486501,100192,
DB0088,-122.142773,37.48644,100193,
DB0088,-122.142862,37.486356,100194,
DB0088,-122.143207,37.486042,100195,
DB0088,-122.14385,37.485453,100196,
DB0088,-122.144232,37.485114,100197,
DB0088,-122.144611,37.484778,100198,
DB0088,-122.145107,37.484331,100199,
DB0088,-122.145237,37.484215,100200,
DB0088,-122.145476,37.484018,100201,
DB0088,-122.145655,37.483867,100202,
DB0088,-122.145954,37.483629,100203,
DB0088,-122.14624,37.483431,100204,
DB0088,-122.1463,37.483388,100205,
DB0088,-122.146556,37.483226,100206,
DB0088,-122.14679,37.483091,100207,
DB0088,-122.147037,37.482963,100208,
DB0088,-122.147301,37.48284,100209,
DB0088,-122.147586,37.482722,100210,
DB0088,-122.147894,37.482607,100211,
DB0088,-122.148009,37.482571,100212,
DB0088,-122.148236,37.4825,100213,
DB0088,-122.148538,37.482416,100214,
DB0088,-122.148789,37.482354,100215,
DB0088,-122.149063,37.482298,100216,
DB0088,-122.14937,37.482246,100217,
DB0088,-122.149736,37.482199,100218,
DB0088,-122.150223,37.482148,100219,
DB0088,-122.150292,37.482143,100220,
DB0088,-122.150367,37.482141,100221,
DB0088,-122.15036,37.482058,100222,
DB0088,-122.150359,37.481955,100223,
DB0088,-122.150373,37.48163,100224,
DB0088,-122.150389,37.481523,100225,
DB0088,-122.150442,37.48126,100226,
DB0088,-122.150477,37.481118,100227,
DB0088,-122.150558,37.48083,100228,
DB0088,-122.150677,37.480482,100229,
DB0088,-122.1508,37.480178,100230,
DB0088,-122.151063,37.479651,100231,
DB0088,-122.15135,37.479067,100232,
DB0088,-122.151427,37.478914,100233,
DB0088,-122.151585,37.478604,100234,
DB0088,-122.151987,37.477815,100235,
DB0088,-122.152217,37.477364,100236,
DB0088,-122.152825,37.476163,100237,
DB0088,-122.152894,37.476035,100238,
DB0088,-122.1530141,37.4758007,100239,
DB0088,-122.1530141,37.4758007,110001,
DB0088,-122.153161,37.475514,110002,
DB0088,-122.153331,37.475181,110003,
DB0088,-122.153644,37.474564,110004,
DB0088,-122.153777,37.474306,110005,
DB0088,-122.153901,37.474066,110006,
DB0088,-122.154027,37.473814,110007,
DB0088,-122.154146,37.47358,110008,
DB0088,-122.154202,37.473477,110009,
DB0088,-122.154507,37.472914,110010,
DB0088,-122.154549,37.47282,110011,
DB0088,-122.1546121,37.4726908,110012,
DB0088,-122.1546121,37.4726908,120001,
DB0088,-122.154851,37.472201,120002,
DB0088,-122.154865,37.472174,120003,
DB0088,-122.154947,37.471995,120004,
DB0088,-122.155004,37.471845,120005,
DB0088,-122.155043,37.471709,120006,
DB0088,-122.155064,37.471581,120007,
DB0088,-122.155078,37.471423,120008,
DB0088,-122.155078,37.471257,120009,
DB0088,-122.155066,37.470777,120010,
DB0088,-122.15506,37.470661,120011,
DB0088,-122.155055,37.470139,120012,
DB0088,-122.155053,37.470065,120013,
DB0088,-122.155074,37.469826,120014,
DB0088,-122.155105,37.469628,120015,
DB0088,-122.155117,37.469569,120016,
DB0088,-122.155187,37.469291,120017,
DB0088,-122.155209,37.469193,120018,
DB0088,-122.155249,37.469012,120019,
DB0088,-122.155291,37.468801,120020,
DB0088,-122.155299,37.468769,120021,
DB0088,-122.155333,37.468619,120022,
DB0088,-122.155376,37.468434,120023,
DB0088,-122.155428,37.468178,120024,
DB0088,-122.155456,37.468047,120025,
DB0088,-122.155518,37.467841,120026,
DB0088,-122.155582,37.467672,120027,
DB0088,-122.155651,37.467524,120028,
DB0088,-122.155735,37.467383,120029,
DB0088,-122.155845,37.467228,120030,
DB0088,-122.155978,37.467067,120031,
DB0088,-122.156099,37.466936,120032,
DB0088,-122.15628,37.46674,120033,
DB0088,-122.156388,37.466628,120034,
DB0088,-122.156539,37.46647,120035,
DB0088,-122.1567155,37.4662837,120036,
DB0088,-122.157023,37.465959,120037,
DB0088,-122.157095,37.465872,120038,
DB0088,-122.157192,37.465731,120039,
DB0088,-122.1572468,37.4656352,120040,
DB0088,-122.157264,37.465605,120041,
DB0088,-122.157327,37.465465,120042,
DB0088,-122.157395,37.46527,120043,
DB0088,-122.15745,37.465082,120044,
DB0088,-122.157971,37.465063,120045,
DB0088,-122.158057,37.465076,120046,
DB0088,-122.158137,37.465133,120047,
DB0088,-122.158233,37.4652,120048,
DB0088,-122.158357,37.465234,120049,
DB0088,-122.158504,37.465264,120050,
DB0088,-122.158636,37.465057,120051,
DB0088,-122.158454,37.464944,120052,
DB0088,-122.1583364,37.4649356,120053,
DB0088,-122.1583364,37.4649356,130001,
DB0088,-122.1583,37.464933,130002,
DB0088,-122.158193,37.464935,130003,
DB0088,-122.158153,37.464949,130004,
DB0088,-122.158019,37.46499,130005,
DB0088,-122.157469,37.465017,130006,
DB0088,-122.157567,37.464615,130007,
DB0088,-122.157594,37.46451,130008,
DB0088,-122.157644,37.464363,130009,
DB0088,-122.157653,37.464339,130010,
DB0088,-122.157724,37.464171,130011,
DB0088,-122.1577354,37.4641483,130012,
DB0088,-122.157776,37.464067,130013,
DB0088,-122.157809,37.464007,130014,
DB0088,-122.15786,37.463911,130015,
DB0088,-122.157934,37.463796,130016,
DB0088,-122.158024,37.463669,130017,
DB0088,-122.158066,37.463623,130018,
DB0088,-122.158119,37.463561,130019,
DB0088,-122.15818,37.463498,130020,
DB0088,-122.1582436,37.4634361,130021,
DB0088,-122.158352,37.463332,130022,
DB0088,-122.158587,37.463122,130023,
DB0088,-122.158755,37.462979,130024,
DB0088,-122.158816,37.462918,130025,
DB0088,-122.15883,37.462854,130026,
DB0088,-122.158934,37.462755,130027,
DB0088,-122.158975,37.462712,130028,
DB0088,-122.159032,37.462655,130029,
DB0088,-122.159112,37.462568,130030,
DB0088,-122.159189,37.462483,130031,
DB0088,-122.159247,37.462416,130032,
DB0088,-122.159281,37.462374,130033,
DB0088,-122.159327,37.462315,130034,
DB0088,-122.159377,37.462244,130035,
DB0088,-122.159409,37.462201,130036,
DB0088,-122.159444,37.462148,130037,
DB0088,-122.159476,37.462101,130038,
DB0088,-122.159532,37.462021,130039,
DB0088,-122.1596924,37.46177,130040,
DB0088,-122.159971,37.461334,130041,
DB0088,-122.1601569,37.4611037,130042,
DB0088,-122.1602154,37.4610325,130043,
DB0088,-122.1602154,37.4610325,140001,
DB0088,-122.160265,37.460972,140002,
DB0088,-122.160426,37.460796,140003,
DB0088,-122.160523,37.460706,140004,
DB0088,-122.160623,37.460678,140005,
DB0088,-122.160765,37.460558,140006,
DB0088,-122.1608137,37.460511,140007,
DB0088,-122.160906,37.460422,140008,
DB0088,-122.161036,37.46028,140009,
DB0088,-122.16109,37.460213,140010,
DB0088,-122.161269,37.459973,140011,
DB0088,-122.161292,37.459941,140012,
DB0088,-122.1613939,37.4597866,140013,
DB0088,-122.1614629,37.4596567,140014,
DB0088,-122.161474,37.459628,140015,
DB0088,-122.161462,37.459569,140016,
DB0088,-122.161588,37.459302,140017,
DB0088,-122.161786,37.458894,140018,
DB0088,-122.1619228,37.4586236,140019,
DB0088,-122.1619228,37.4586236,150001,
DB0088,-122.1631506,37.4561975,150002,
DB0088,-122.163241,37.456019,150003,
DB0088,-122.1633532,37.4557821,150004,
DB0088,-122.1633532,37.4557821,160001,
DB0088,-122.1633762,37.4557336,160002,
DB0088,-122.163431,37.455618,160003,
DB0088,-122.163566,37.455362,160004,
